date	description	amount	type	pending
2017-08-28	ICA Nära Sveavägen	-19.9
2017-08-28	McDonalds	-6.6
2017-08-28	Pontus!	-19.8
2017-08-28	SL	-158
2017-08-27	Euroaccident	-23.6
2017-08-27	Ränta- Bil	-180
2017-08-27	Ränta -	-226
2017-08-27	Vurma	-11
2017-08-27	Vassa Eggen	-24.8
2017-08-26	Collage	-37.2
2017-08-25	Knistad Hotell & Konferens	-630.8
2017-08-25	McDonalds Kungsgatan	-8
2017-08-24	Anders & Ken	-56.8
2017-08-24	Pong Norrlandsgatan	-67
2017-08-24	Pong Norrlandsgatan	-11.2
2017-08-23	Waynes Coffee	-16.2
2017-08-23	Systembolaget Jarlaplan	-57.8
2017-08-22	Vurma	-19
2017-08-21	Sushi Huset	-22.6
2017-08-21	Hair Affair	-109.8
2017-08-21	Hemköp Odenplan	-32.272
2017-08-20	Tink	-20
2017-08-19	Vigårda Barbeque	-18
2017-08-18	Taxi Stockholm	-37.6
2017-08-16	TGI Fridays Stureplan	-69.8
2017-08-16	TGI Fridays Stureplan	-12.8
2017-08-16	Mcdonalds Hamngatan	-20.6
2017-08-15	Pontus!	-27.6
2017-08-15	Frukoststället	-19
2017-08-15	Bikram Yoga Centre	-379
2017-08-14	Hemköp Odenplan	-30.398
2017-08-13	Mama Ye's Sushi	-17
2017-08-12	Curry Spice	-16.8
2017-08-12	Medstop Apotek	-29.7
2017-08-10	Story Hotel	-54.4
2017-08-10	Story Hotel	-27.2
2017-08-10	Story Hotel	-5.6
2017-08-09	TGI Fridays Kungsträdgården	-50.4
2017-08-09	Pontus!	-39.6
2017-08-09	Wagamama	-35.4
2017-08-09	Vassa Eggen	-37.2
2017-08-07	Pontus!	-17.8
2017-08-06	Mama Ye's	-17
2017-08-05	Waynes Coffee	-50.4
2017-08-05	Vurma	-11.8
2017-08-04	PrisExtra	-46.288
2017-08-04	PrisExtra	-35.8
2017-08-04	Lön	5597
2017-08-03	Coop Konsum Odenplan	-15.78
2017-08-03	McDonalds Kungsgatan	-14.2
2017-08-03	Statoil	-8
2017-08-03	Österåkers Farm	-68
2017-08-02	Pong Thai	-13.8
2017-08-01	Pong Thai	-15
2017-07-31	Hemköp Odenplan	-30.458
2017-07-31	Taxi Stockholm	-77.6
2017-07-31	Resecentrum	-89
2017-07-30	Roberts Coffee Östermalmshallen	-10.2
2017-07-30	Spotify	-19.8
2017-07-30	UCL Tandläkare	-11
2017-07-29	Euroaccident	-24.4
2017-07-29	Apotek Hjärtat Odenplan	-124.8
2017-07-29	Mandira Indian cuisine	-15.8
2017-07-29	Bankavgift	-5
2017-07-29	Hyra Stockholm	-400.6
2017-07-29	Mjölby Dataspecialist	-2103.88
2017-07-29	Systembolaget Jarlaplan	-58.4
2017-07-28	SL	-158
2017-07-28	Taxi Stockholm	-20.8
2017-07-27	Coop Nära Karlavägen	-41.768
2017-07-27	TGI Fridays Kungsträdgården	-140
2017-07-27	TGI Fridays Stureplan	-11.4
2017-07-26	Sushi King	-17
2017-07-26	Berns Salonger	-27
2017-07-26	Berns Salonger	-10.4
2017-07-26	Longhorn Burgers	-60
2017-07-26	Lån 354238	-226
2017-07-26	Lån 354239	-177.4
2017-07-25	Skatt	-297.8
2017-07-25	Yoi Food	-16.8
2017-07-24	Pong Norrlandsgatan	-19
2017-07-24	PrisExtra	-135.876
2017-07-23	L'Angolo	-28.4
2017-07-23	Riche	-14.4
2017-07-22	Mandira Indian cuisine	-15.8
2017-07-21	Coop Nära Karlavägen	-17.77
2017-07-21	Fac Flygbussarna	-21.8
2017-07-21	Hms Host Skavsta Flygplats	-18.4
2017-07-21	Restaurang AG	-200
2017-07-20	Taxi Stockholm	-23.4
2017-07-19	Arlanda Express	-98
2017-07-19	Fac Flygbussarna	-21.8
2017-07-19	Mcdonalds Hamngatan	-12.6
2017-07-19	Roberts Coffee Östermalmshallen	-10.2
2017-07-19	SL	-15
2017-07-18	Pong Thai	-15
2017-07-17	Ekholmsnäs Golf	-90
2017-07-17	L'Angolo	-19
2017-07-16	Drottning Tvätten	-16.8
2017-07-15	Hemköp Odenplan	-9.16
2017-07-15	Mama Ye's	-15.8
2017-07-14	Taxi Kurir Stockholm	-33.6
2017-07-13	PrisExtra	-28.48
2017-07-13	Systembolaget Jarlaplan	-176.94
2017-07-12	7-Eleven Birger Jarlsgatan	-10.2
2017-07-12	Vapiano Gamla stan	-66.4
2017-07-11	ICA Nära Sveavägen	-5.38
2017-07-11	Medstop Apotek	-39.5
2017-07-11	Pong Thai	-15
2017-07-10	Hair Affair	-80
2017-07-10	Panini Birger Jarlsgatan	-11
2017-07-09	Akademibokhandeln	-15.8
2017-07-09	Buttericks	-19.8
2017-07-09	Hemköp Odenplan	-115.59
2017-07-09	Hollister	-118
2017-07-09	MQ Stockholm	-39.8
2017-07-09	Pong Thai	-15
2017-07-08	Avanza spar	-4000
2017-07-08	Curry Spice	-16.8
2017-07-05	Cafe Tabac	-17
2017-07-05	Lön	5597
2017-07-04	Frukoststället	-19
2017-07-03	Eat Restaurang	-20
2017-07-02	Medstop Apotek Rådjuret	-28.6
2017-07-02	Panini Birger Jarlsgatan	-11
2017-07-01	ICA Nära Sveavägen	-26.32
2017-07-01	Resecentrum	-129
2017-06-30	Norwegian Air	-229.598
2017-06-29	Spotify	-19.8
2017-06-28	Brasserie Bobonne	-12.8
2017-06-28	ICA Nära 	-17.82
2017-06-28	SL	-158
2017-06-27	Brasserie Godot	-26.8
2017-06-27	Euroaccident	-23.6
2017-06-27	Apotek Hjärtat Fältöversten	-124.8
2017-06-27	Mandira Indian cuisine	-19.8
2017-06-27	Lån 354238	-226
2017-06-27	Lån 354240	-188.4
2017-06-27	O'Leary's Norrmalm	-108.8
2017-06-27	UCL Tandläkare	-11
2017-06-26	Eat Restaurang	-20
2017-06-26	Mensa Sverige	-69
2017-06-26	Bankavgift	-5
2017-06-26	Hyra Stockholm	-400.6
2017-06-26	Mjölby Dataspecialist	-38.4
2017-06-25	Niklas Restaurang	-31
2017-06-24	ICA Nära 	-36.148
2017-06-24	Vapiano Gamla stan	-15
2017-06-23	Frederiksberg	-34.284
2017-06-23	Frederiksberg	-8.284
2017-06-23	Info Arlanda	-15
2017-06-23	Kastrup Coffee	-22.78
2017-06-22	Koebenhavn Airport	-103.544
2017-06-21	Pressbyrån Kungsgatan	-24.4
2017-06-21	Frederiksberg	-20.708
2017-06-21	Medstop Apotek	-17.7
2017-06-21	SL	-15
2017-06-21	Frukoststället	-20
2017-06-18	Hemköp 	-36.2
2017-06-18	Texas Burger	-22.2
2017-06-16	Berns Salonger	-96
2017-06-16	Taxi Stockholm	-37.4
2017-06-15	Berns Salonger	-54
2017-06-15	Broder Tuck	-45.6
2017-06-14	PrisExtra	-114.432
2017-06-14	Frukoststället	-19
2017-06-13	Mcdonalds Hamngatan	-12.6
2017-06-12	Norwegian Air	-304.4
2017-06-12	Pong Norrlandsgatan	-19
2017-06-11	Panini Birger Jarlsgatan	-11
2017-06-11	Roberts Coffee Östermalmshallen	-10.2
2017-06-11	Vapiano Östermalm	-36
2017-06-10	Pontus!	-17.8
2017-06-10	Nordpolen Resor	-991.2
2017-06-08	McDonalds Kungsgatan	-13.8
2017-06-08	Kungsholmen	-53.6
2017-06-08	Kungsholmen	-26.8
2017-06-08	Kungsholmen	-26.8
2017-06-08	Taxi 024	-31.6
2017-06-07	Burger King Odenplan	-15.6
2017-06-07	Vapiano Gamla stan	-46
2017-06-06	Pressklubben	-32.6
2017-06-06	Roberts Coffee	-10.2
2017-06-02	Lön	5597
2017-06-03	Vapiano Gamla stan	-15
2017-06-01	MAX Hamngatan	-18
2017-05-31	Waynes Coffee	-76
2017-05-31	PrisExtra	-108.702
2017-05-31	Spotify	-19.8
2017-05-30	Euroaccident	-24.4
2017-05-30	Lån 354238	-226
2017-05-30	Lån 354241	-188.4
2017-05-30	Serrano Kungsbron	-17
2017-05-30	UCL Tandläkare	-11
2017-05-29	Waynes Coffee	-5
2017-05-29	Apotek Hjärtat Fältöversten	-124.8
2017-05-29	Hyra Stockholm	-400.6
2017-05-29	Saifon	-16
2017-05-28	Pascha Deli	-13.8
2017-05-28	SL	-158
2017-05-27	Pascha Deli	-13.8
2017-05-25	Hotellet	-75.6
2017-05-25	Hotellet	-48.8
2017-05-25	Taxi Stockholm	-38.4
2017-05-24	Berns Salonger	-12.4
2017-05-24	Brasserie Godot	-76.8
2017-05-24	Burger King Sergels torg	-13
2017-05-24	Story Hotel	-40.8
2017-05-23	Hemköp 	-8.16
2017-05-23	OKQ8	-7
2017-05-22	F & P Transport	-18.8
2017-05-21	Pascha Deli	-13.8
2017-05-21	Preem	-8.2
2017-05-20	Saifon	-16
2017-05-19	Le Cafe	-50
2017-05-19	Le Cafe	-33.2
2017-05-19	Vigårda	-15.2
2017-05-19	Oxid Spitfire	-36.8
2017-05-19	Oxid Spitfire	-122.4
2017-05-19	SF Bio	-40
2017-05-19	SF Bio	-11.8
2017-05-18	Hemköp Odenplan	-34.352
2017-05-18	Systembolaget	-55.64
2017-05-17	Berns Salonger	-91.4
2017-05-17	Hemköp 	-26.3
2017-05-17	Niklas Restaurang	-42.8
2017-05-17	P/S Apotek	-109.8
2017-05-17	Pascha Deli	-13.8
2017-05-17	Riche	-13.6
2017-05-17	Wagamama	-64.6
2017-05-17	Vigårda Barbeque	-6
2017-05-16	Hair Affair	-80
2017-05-15	Clas Ohlson Drottningatan	-48
2017-05-15	MQ Stockholm	-189.6
2017-05-14	Hemköp 	-51.108
2017-05-14	Vapiano Gamla stan	-13.8
2017-05-13	Avanza spar	-4000
2017-05-13	Vapiano Gamla stan	-13.8
2017-05-13	Riche	-27.2
2017-05-13	Riche	-13.6
2017-05-10	Burger King Odenplan	-16.6
2017-05-10	Medstop Apotek	-16.18
2017-05-09	Elektriker	-500
2017-05-09	Vapiano Gamla stan	-20
2017-05-08	Duvel Cafe	-23
2017-05-07	Kjell & Company	-19.8
2017-05-05	Lön	5597
2017-05-07	Serrano Kungsbron	-17
2017-05-06	Vapiano Östermalm	-13.8
2017-05-05	PrisExtra	-60.366
2017-05-03	Hemköp Odenplan	-41.452
2017-05-03	Resecentrum	-45
2017-05-02	Vapiano Östermalm	-13.8
2017-05-02	UCL Tandläkare	-11
2017-05-01	Bankavgift	-5
2017-05-01	Hyra Stockholm	-400.6
2017-05-01	Mjölby Dataspecialist	-1776
2017-05-01	Serrano Kungsbron	-15.8
2017-05-01	Spotify	-19.8
2017-04-28	Vapiano Gamla stan	-22
2017-04-27	Euroaccident	-22
2017-04-27	Lån 354238	-226
2017-04-27	Lån 354242	-179.2
2017-04-27	Vapiano Östermalm	-13.8
2017-04-25	SL	-112
2017-04-24	Burger King Sergels torg	-13
2017-04-24	SF Bio	-10.8
2017-04-24	Vapiano Östermalm	-13
2017-04-24	Vigårda Barbeque	-18
2017-04-24	Vigårda Barbeque	-6
2017-04-18	PrisExtra	-129.004
2017-04-15	Hemköp Odenplan	-47.146
2017-04-15	Serrano Kungsbron	-19.2
2017-04-13	Cafe Egoiste	-33
2017-04-13	Vapiano Gamla stan	-13.8
2017-04-12	Sirap	-33.6
2017-04-11	Hotellet	-26.4
2017-04-11	Taxi Kurir Stockholm	-34.8
2017-04-11	Resecentrum	-117.6
2017-04-10	Texas Longhorn	-50.4
2017-04-10	Texas Burger	-15
2017-04-10	Serrano Kungsbron	-19.2
2017-04-10	Wagamama	-50
2017-04-10	Vassa Eggen	-46.4
2017-04-09	Fattoush	-19
2017-04-08	Clas Ohlson Gallerian	-47
2017-04-08	Hemköp Odenplan	-13.54
2017-04-08	Vapiano Östermalm	-13
2017-04-07	Eat Restaurang 	-113.8
2017-04-07	Vapiano Östermalm	-13.8
2017-04-06	Kjell & Company	-33.78
2017-04-04	Lön	5597
2017-04-02	Hemköp Odenplan	-63.484
2017-04-01	Burger King Sergels torg	-12.2
2017-04-01	Egmont Tidskrifter	-58.6
2017-04-01	Nyår	-34
2017-04-01	Hyra Stockholm	-400.6
2017-03-31	Fac Flygbussarna	-21.8
2017-03-29	Spotify	-19.8
2017-03-29	Strandtransport	-63.8
2017-03-28	Cc Casino Restaurang	-34.8
2017-03-28	Cc Casino Restaurang	-6
2017-03-28	Halong	-14
2017-03-28	Kontantuttag	-200
2017-03-27	Euroaccident	-24.4
2017-03-27	Söders Cykelrep.	-129.8
2017-03-27	Lån 354238	-226
2017-03-27	Lån 354243	-216
2017-03-27	Systembolaget Jarlaplan	-67.48
2017-03-27	UCL Tandläkare	-11
2017-03-26	Waynes Coffee	-14
2017-03-26	Bankavgift	-5
2017-03-26	Vapiano Östermalm	-18.2
2017-03-25	Malmö Aviation	-113.4
2017-03-24	Taxi Kurir Stockholm	-23.2
2017-03-22	Akademibokhandeln	-87.6
2017-03-22	Cervera	-224.64
2017-03-22	ICA Nära Sveavägen	-51.2
2017-03-22	Lekia	-49.8
2017-03-22	Medstop Apotek	-15.6
2017-03-22	Spirit	-120
2017-03-22	Stadium	-131.6
2017-03-22	The Body Shop	-35
2017-03-22	Vero Moda	-71.99
2017-03-21	Pressbyrån Grevturegatan	-2.4
2017-03-21	Akademibokhandeln	-19.8
2017-03-21	Taxi Stockholm	-19.4
2017-03-21	Bistro Rigoletto	-26.4
2017-03-21	Bistro Rigoletto	-26.4
2017-03-21	Systembolaget	-37.94
2017-03-21	Zara	-19.8
2017-03-20	Vapiano Östermalm	-13
2017-03-19	Hemköp Fältöversten	-33.75
2017-03-19	Hemtex	-99.4
2017-03-19	Vapiano Östermalm	-13
2017-03-17	David	-50
2017-03-17	Salt Men	-25.8
2017-03-16	Hair Affair	-40
2017-03-16	Hemköp Odenplan	-39.852
2017-03-16	Vapiano Östermalm	-13.8
2017-03-14	Taxi 025	-27.4
2017-03-13	Serrano Kista	-18
2017-03-12	Ming Palace	-54.8
2017-03-12	Restaurang Hong Kong	-38
2017-03-12	Roberts Coffee	-10.2
2017-03-11	Vapiano Östermalm	-13
2017-03-11	Steffo	-180
2017-03-10	Akki Sushi	-13.8
2017-03-10	SJ	-126
2017-03-10	Resecentrum	-106
2017-03-09	Akki Sushi	-13.8
2017-03-09	Roberts Coffee Östermalmshallen	-25
2017-03-07	7-Eleven Birger Jarlsgatan	-10.2
2017-03-07	Fotografiska	-60
2017-03-07	Le Rouge	-75.6
2017-03-07	Levi's NK	-439.6
2017-03-06	Clas Ohlson Gallerian	-11.8
2017-03-06	ICA Nära Sveavägen	-29.96
2017-03-05	Burger King Odenplan	-12.2
2017-03-04	ICA Nära Sveavägen	-19.1
2017-03-04	Akki Sushi	-13.8
2017-03-03	Lön	5597
2017-03-03	Sushi Thai	-14
2017-03-02	Burger King Sergels torg	-12.2
2017-03-02	Feriduns sko & nyckelservice	-19
2017-03-01	3 Hi3g Access	-108.4
2017-02-28	Waynes Coffee	-10.2
2017-02-28	Cupcate Catering	-153
2017-02-28	Scandinavian	-14.4
2017-02-28	Spotify	-19.8
2017-02-28	UCL Tandläkare	-11
2017-02-28	Bankavgift	-5
2017-02-28	Hyra Stockholm	-400.6
2017-02-28	Serrano Kista	-19.2
2017-02-28	Clas Ohlson Gallerian	-56.2
2017-02-28	Euroaccident	-24.4
2017-02-28	Hemköp Odenplan	-24.808
2017-02-28	Lån 354238	-226
2017-02-28	Lån 354244	-216
2017-02-28	Akki Sushi	-13.8
2017-02-27	Waynes Coffee	-9.4
2017-02-27	Serrano Kista	-15.8
2017-02-26	Euro Accident Health & Care Insurance	-24.4
2017-02-26	Hemköp Odenplan	-35.02
