date	description	amount	type	pending
2018-08-25	McDonalds Kungsgatan	-40
2018-08-24	Anders & Ken	-284
2018-08-24	Pong Norrlandsgatan	-335
2018-08-24	Pong Norrlandsgatan	-56
2018-08-23	Waynes Coffee	-81
2018-08-23	Systembolaget Jarlaplan	-289
2018-08-22	Vurma	-95
2018-08-21	Sushi Huset	-113
2018-08-21	Hair Affair	-549
2018-08-21	Hemköp Odenplan	-161.36
2018-08-20	Tink	-100
2018-08-19	Vigårda Barbeque	-90
2018-08-18	Taxi Stockholm	-188
2018-08-16	TGI Fridays Stureplan	-349
2018-08-16	TGI Fridays Stureplan	-64
2018-08-16	Mcdonalds Hamngatan	-103
2018-08-15	Pontus!	-138
2018-08-15	Frukoststället	-95
2018-08-15	Bikram Yoga Centre	-1895
2018-08-14	Hemköp Odenplan	-151.99
2018-08-13	Mama Ye's Sushi	-85
2018-08-12	Curry Spice	-84
2018-08-12	Medstop Apotek	-148.5
2018-08-10	Story Hotel	-272
2018-08-10	Story Hotel	-136
2018-08-10	Story Hotel	-28
2018-08-09	TGI Fridays Kungsträdgården	-252
2018-08-09	Pontus!	-198
2018-08-09	Wagamama	-177
2018-08-09	Vassa Eggen	-186
2018-08-07	Pontus!	-89
2018-08-06	Mama Ye's	-85
2018-08-05	Waynes Coffee	-252
2018-08-05	Vurma	-59
2018-08-04	PrisExtra	-231.44
2018-08-04	PrisExtra	-179
2018-08-04	Lön	27985
2018-08-03	Coop Konsum Odenplan	-78.9
2018-08-03	McDonalds Kungsgatan	-71
2018-08-03	Statoil	-40
2018-08-03	Österåkers Farm	-340
2018-08-02	Pong Thai	-69
2018-08-01	Pong Thai	-75
2018-07-31	Hemköp Odenplan	-152.29
2018-07-31	Taxi Stockholm	-388
2018-07-31	Resecentrum	-445
2018-07-30	Roberts Coffee Östermalmshallen	-51
2018-07-30	Spotify	-99
2018-07-30	UCL Tandläkare	-55	PAYMENT
2018-07-29	Euroaccident	-122
2018-07-29	Apotek Hjärtat Odenplan	-624
2018-07-29	Mandira Indian cuisine	-79
2018-07-29	Bankavgift	-25
2018-07-29	Hyra Stockholm	-2003	PAYMENT
2018-07-29	Mjölby Dataspecialist	-10519.4
2018-07-29	Systembolaget Jarlaplan	-292
2018-07-28	SL	-790
2018-07-28	Taxi Stockholm	-104
2018-07-28	Upplysning 636-9094	-500
2018-07-27	Coop Nära Karlavägen	-208.84
2018-07-27	TGI Fridays Kungsträdgården	-700
2018-07-27	TGI Fridays Stureplan	-57
2018-07-26	Sushi King	-85
2018-07-26	Berns Salonger	-135
2018-07-26	Berns Salonger	-52
2018-07-26	Longhorn Burgers	-300
2018-07-26	Lån 354238	-1130
2018-07-26	Lån 354239	-887
2018-07-25	Skatt	-1489
2018-07-25	Yoi Food	-84
2018-07-24	Pong Norrlandsgatan	-95
2018-07-24	PrisExtra	-679.38
2018-07-23	L'Angolo	-142
2018-07-23	Riche	-72
2018-07-22	Mandira Indian cuisine	-79
2018-07-21	Coop Nära Karlavägen	-88.85
2018-07-21	Fac Flygbussarna	-109
2018-07-21	Hms Host Skavsta Flygplats	-92
2018-07-21	Restaurang AG	-1000
2018-07-20	Taxi Stockholm	-117
2018-07-19	Arlanda Express	-490
2018-07-19	Fac Flygbussarna	-109
2018-07-19	Mcdonalds Hamngatan	-63
2018-07-19	Roberts Coffee Östermalmshallen	-51
2018-07-19	SL	-75
2018-07-18	Pong Thai	-75
2018-07-17	Ekholmsnäs Golf	-450
2018-07-17	L'Angolo	-95
2018-07-16	Drottning Tvätten	-84
2018-07-15	Hemköp Odenplan	-45.8
2018-07-15	Mama Ye's	-79
2018-07-14	Taxi Kurir Stockholm	-168
2018-07-13	PrisExtra	-142.4
2018-07-13	Systembolaget Jarlaplan	-884.7
2018-07-12	7-Eleven Birger Jarlsgatan	-51
2018-07-12	Vapiano Gamla stan	-332
2018-07-11	ICA Nära Sveavägen	-26.9
2018-07-11	Medstop Apotek	-197.5
2018-07-11	Pong Thai	-75
2018-07-10	Hair Affair	-400
2018-07-10	Panini Birger Jarlsgatan	-55
2018-07-09	Akademibokhandeln	-79
2018-07-09	Buttericks	-99
2018-07-09	Hemköp Odenplan	-577.95
2018-07-09	Hollister	-590
2018-07-09	MQ Stockholm	-199
2018-07-09	Pong Thai	-75
2018-07-08	Avanza spar	-20000
2018-07-08	Curry Spice	-84
2018-07-05	Cafe Tabac	-85
2018-07-05	Lön	27985
2018-07-04	Frukoststället	-95
2018-07-03	Eat Restaurang	-100
2018-07-02	Medstop Apotek Rådjuret	-143
2018-07-02	Panini Birger Jarlsgatan	-55
2018-07-01	ICA Nära Sveavägen	-131.6
2018-07-01	Resecentrum	-645
2018-06-30	Norwegian Air	-1147.99
2018-06-29	Spotify	-99
2018-06-28	Brasserie Bobonne	-64
2018-06-28	ICA Nära 	-89.1
2018-06-28	SL	-790
2018-06-27	Brasserie Godot	-134
2018-06-27	Euroaccident	-118
2018-06-27	Apotek Hjärtat Fältöversten	-624
2018-06-27	Mandira Indian cuisine	-99
2018-06-27	Lån 354238	-1130
2018-06-27	Lån 354240	-942
2018-06-27	O'Leary's Norrmalm	-544
2018-06-27	UCL Tandläkare	-55	PAYMENT
2018-06-26	Eat Restaurang	-100
2018-06-26	Mensa Sverige	-345
2018-06-26	Bankavgift	-25
2018-06-26	Hyra Stockholm	-2003	PAYMENT
2018-06-26	Mjölby Dataspecialist	-192
2018-06-25	Niklas Restaurang	-155
2018-06-24	ICA Nära 	-180.74
2018-06-24	Vapiano Gamla stan	-75
2018-06-23	Frederiksberg	-171.42
2018-06-23	Frederiksberg	-41.42
2018-06-23	Info Arlanda	-75
2018-06-23	Kastrup Coffee	-113.9
2018-06-22	Koebenhavn Airport	-517.72
2018-06-21	Pressbyrån Kungsgatan	-122
2018-06-21	Frederiksberg	-103.54
2018-06-21	Medstop Apotek	-88.5
2018-06-21	SL	-75
2018-06-21	Frukoststället	-100
2018-06-18	Hemköp 	-181
2018-06-18	Texas Burger	-111
2018-06-16	Berns Salonger	-480
2018-06-16	Taxi Stockholm	-187
2018-06-15	Berns Salonger	-270
2018-06-15	Broder Tuck	-228
2018-06-14	PrisExtra	-572.16
2018-06-14	Frukoststället	-95
2018-06-13	Mcdonalds Hamngatan	-63
2018-06-12	Norwegian Air	-1522
2018-06-12	Pong Norrlandsgatan	-95
2018-06-11	Panini Birger Jarlsgatan	-55
2018-06-11	Roberts Coffee Östermalmshallen	-51
2018-06-11	Vapiano Östermalm	-180
2018-06-10	Pontus!	-89
2018-06-10	Nordpolen Resor	-4956
2018-06-08	McDonalds Kungsgatan	-69
2018-06-08	Kungsholmen	-268
2018-06-08	Kungsholmen	-154
2018-06-08	Kungsholmen	-154
2018-06-08	Taxi 024	-158
2018-06-07	Burger King Odenplan	-78
2018-06-07	Vapiano Gamla stan	-230
2018-06-06	Pressklubben	-163
2018-06-06	Roberts Coffee	-51
2018-06-02	Lön	27985
2018-06-03	Vapiano Gamla stan	-75
2018-06-01	MAX Hamngatan	-90
2018-05-31	Waynes Coffee	-380
2018-05-31	PrisExtra	-543.51
2018-05-31	Spotify	-99
2018-05-30	Euroaccident	-122
2018-05-30	Lån 354238	-1130
2018-05-30	Lån 354241	-942
2018-05-30	Serrano Kungsbron	-85
2018-05-30	UCL Tandläkare	-55	PAYMENT
2018-05-29	Waynes Coffee	-25
2018-05-29	Apotek Hjärtat Fältöversten	-624
2018-05-29	Hyra Stockholm	-2003	PAYMENT
2018-05-29	Saifon	-80
2018-05-28	Pascha Deli	-69
2018-05-28	SL	-790
2018-05-27	Pascha Deli	-69
2018-05-25	Hotellet	-378
2018-05-25	Hotellet	-244
2018-05-25	Taxi Stockholm	-192
2018-05-24	Berns Salonger	-62
2018-05-24	Brasserie Godot	-384
2018-05-24	Burger King Sergels torg	-65
2018-05-24	Story Hotel	-204
2018-05-23	Hemköp 	-40.8
2018-05-23	OKQ8	-35
2018-05-22	F & P Transport	-94
2018-05-21	Pascha Deli	-69
2018-05-21	Preem	-41
2018-05-20	Saifon	-80
2018-05-19	Le Cafe	-250
2018-05-19	Le Cafe	-166
2018-05-19	Vigårda	-76
2018-05-19	Oxid Spitfire	-184
2018-05-19	Oxid Spitfire	-612
2018-05-19	SF Bio	-200
2018-05-19	SF Bio	-59
2018-05-18	Hemköp Odenplan	-171.76
2018-05-18	Systembolaget	-278.2
2018-05-17	Berns Salonger	-457
2018-05-17	Hemköp 	-131.5
2018-05-17	Niklas Restaurang	-214
2018-05-17	P/S Apotek	-549
2018-05-17	Pascha Deli	-69
2018-05-17	Riche	-68
2018-05-17	Wagamama	-323
2018-05-17	Vigårda Barbeque	-30
2018-05-16	Hair Affair	-400
2018-05-15	Clas Ohlson Drottningatan	-240
2018-05-15	MQ Stockholm	-948
2018-05-14	Hemköp 	-255.54
2018-05-14	Vapiano Gamla stan	-69
2018-05-13	Avanza spar	-20000
2018-05-13	Vapiano Gamla stan	-69
2018-05-13	Riche	-136
2018-05-13	Riche	-68
2018-05-10	Burger King Odenplan	-83
2018-05-10	Medstop Apotek	-80.9
2018-05-09	Elektriker	-2500
2018-05-09	Vapiano Gamla stan	-100
2018-05-08	Duvel Cafe	-115
2018-05-07	Kjell & Company	-99
2018-05-05	Lön	27985
2018-05-07	Serrano Kungsbron	-85
2018-05-06	Vapiano Östermalm	-69
2018-05-05	PrisExtra	-301.83
2018-05-03	Hemköp Odenplan	-207.26
2018-05-03	Resecentrum	-225
2018-05-02	Vapiano Östermalm	-69
2018-05-02	UCL Tandläkare	-55	PAYMENT
2018-05-01	Bankavgift	-25
2018-05-01	Hyra Stockholm	-2003	PAYMENT
2018-05-01	Mjölby Dataspecialist	-8880
2018-05-01	Serrano Kungsbron	-79
2018-05-01	Spotify	-99
2018-04-28	Vapiano Gamla stan	-110
2018-04-27	Euroaccident	-110
2018-04-27	Lån 354238	-1130
2018-04-27	Lån 354242	-896
2018-04-27	Vapiano Östermalm	-69
2018-04-25	SL	-560
2018-04-24	Burger King Sergels torg	-65
2018-04-24	SF Bio	-54
2018-04-24	Vapiano Östermalm	-65
2018-04-24	Vigårda Barbeque	-90
2018-04-24	Vigårda Barbeque	-30
2018-04-18	PrisExtra	-645.02
2018-04-15	Hemköp Odenplan	-235.73
2018-04-15	Serrano Kungsbron	-96
2018-04-13	Cafe Egoiste	-165
2018-04-13	Vapiano Gamla stan	-69
2018-04-12	Sirap	-168
2018-04-11	Hotellet	-132
2018-04-11	Taxi Kurir Stockholm	-174
2018-04-11	Resecentrum	-588
2018-04-10	Texas Longhorn	-252
2018-04-10	Texas Burger	-75
2018-04-10	Serrano Kungsbron	-96
2018-04-10	Wagamama	-250
2018-04-10	Vassa Eggen	-232
2018-04-09	Fattoush	-95
2018-04-08	Clas Ohlson Gallerian	-235
2018-04-08	Hemköp Odenplan	-67.7
2018-04-08	Vapiano Östermalm	-65
2018-04-07	Eat Restaurang 	-569
2018-04-07	Vapiano Östermalm	-69
2018-04-06	Kjell & Company	-168.9
2018-04-04	Lön	27985
2018-04-02	Hemköp Odenplan	-317.42
2018-04-01	Burger King Sergels torg	-61
2018-04-01	Egmont Tidskrifter	-293
2018-04-01	Nyår	-170
2018-04-01	Hyra Stockholm	-2003	PAYMENT
2018-03-31	Fac Flygbussarna	-109
2018-03-29	Spotify	-99
2018-03-29	Strandtransport	-319
2018-03-28	Cc Casino Restaurang	-174
2018-03-28	Cc Casino Restaurang	-30
2018-03-28	Halong	-70
2018-03-28	Kontantuttag	-1000
2018-03-27	Euroaccident	-122
2018-03-27	Söders Cykelrep.	-649
2018-03-27	Lån 354238	-1130
2018-03-27	Lån 354243	-1080
2018-03-27	Systembolaget Jarlaplan	-337.4
2018-03-27	UCL Tandläkare	-55	PAYMENT
2018-03-26	Waynes Coffee	-70
2018-03-26	Bankavgift	-25
2018-03-26	Vapiano Östermalm	-91
2018-03-25	Malmö Aviation	-567
2018-03-24	Taxi Kurir Stockholm	-116
2018-03-22	Akademibokhandeln	-438
2018-03-22	Cervera	-1123.2
2018-03-22	ICA Nära Sveavägen	-256
2018-03-22	Lekia	-249
2018-03-22	Medstop Apotek	-78
2018-03-22	Spirit	-600
2018-03-22	Stadium	-658
2018-03-22	The Body Shop	-175
2018-03-22	Vero Moda	-359.95
2018-03-21	Pressbyrån Grevturegatan	-12
2018-03-21	Akademibokhandeln	-99
2018-03-21	Taxi Stockholm	-97
2018-03-21	Bistro Rigoletto	-132
2018-03-21	Bistro Rigoletto	-132
2018-03-21	Systembolaget	-189.7
2018-03-21	Zara	-99
2018-03-20	Vapiano Östermalm	-65
2018-03-19	Hemköp Fältöversten	-168.75
2018-03-19	Hemtex	-497
2018-03-19	Vapiano Östermalm	-65
2018-03-17	David	-250
2018-03-17	Salt Men	-129
2018-03-16	Hair Affair	-200
2018-03-16	Hemköp Odenplan	-199.26
2018-03-16	Vapiano Östermalm	-69
2018-03-14	Taxi 025	-137
2018-03-13	Serrano Kista	-90
2018-03-12	Ming Palace	-274
2018-03-12	Restaurang Hong Kong	-190
2018-03-12	Roberts Coffee	-51
2018-03-11	Vapiano Östermalm	-65
2018-03-11	Steffo	-900
2018-03-10	Akki Sushi	-69
2018-03-10	SJ	-630
2018-03-10	Resecentrum	-530
2018-03-09	Akki Sushi	-69
2018-03-09	Roberts Coffee Östermalmshallen	-125
2018-03-07	7-Eleven Birger Jarlsgatan	-51
2018-03-07	Fotografiska	-300
2018-03-07	Le Rouge	-378
2018-03-07	Levi's NK	-2198
2018-03-06	Clas Ohlson Gallerian	-59
2018-03-06	ICA Nära Sveavägen	-149.8
2018-03-05	Burger King Odenplan	-61
2018-03-04	ICA Nära Sveavägen	-95.5
2018-03-04	Akki Sushi	-69
2018-03-03	Lön	27985
2018-03-03	Sushi Thai	-70
2018-03-02	Burger King Sergels torg	-61
2018-03-02	Feriduns sko & nyckelservice	-95
2018-03-01	3 Hi3g Access	-542
2018-02-28	Waynes Coffee	-51
2018-02-28	Cupcate Catering	-765
2018-02-28	Scandinavian	-72
2018-02-28	Spotify	-99
2018-02-28	UCL Tandläkare	-55	PAYMENT
2018-02-28	Bankavgift	-25
2018-02-28	Hyra Stockholm	-2003	PAYMENT
2018-02-28	Serrano Kista	-96
2018-02-28	Clas Ohlson Gallerian	-281
2018-02-28	Euroaccident	-122
2018-02-28	Hemköp Odenplan	-124.04
2018-02-28	Lån 354238	-1130
2018-02-28	Lån 354244	-1080
2018-02-28	Akki Sushi	-69
2018-02-27	Waynes Coffee	-47
2018-02-27	Serrano Kista	-79
2018-02-26	Euro Accident Health & Care Insurance	-122
2018-02-26	Hemköp Odenplan	-175.1
2018-02-26	Akki Sushi	-69
2018-02-25	McDonalds Kungsgatan	-63
2018-02-25	Restaurang Hong Kong	-190
2018-02-25	Storstad	-116
2018-02-23	Hemköp Odenplan	-174.2
2018-02-23	Scandic Hotel	-304
2018-02-23	Scandic Hotel	-59
2018-02-23	Sushi Thai	-80
2018-02-22	McDonalds	-61
2018-02-22	Waynes Coffee	-51
2018-02-22	TGI Fridays Stureplan	-112
2018-02-20	Raw	-124
2018-02-19	Eat Restaurang 	-63
2018-02-19	Akki Sushi	-55
2018-02-18	Statoil	-25
2018-02-18	Taxi 026	-301
2018-02-16	Burger King Sergels torg	-85
2018-02-16	ICA Nära Sveavägen	-96.5
2018-02-16	Eat Restaurang 	-388
